"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-04-26","2019","04","26","","10.7","","-1.0","","4.9","","13.1","","0.0","","","","","","2.8","","","","33","","50",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-04-27","2019","04","27","","11.8","","3.6","","7.7","","10.3","","0.0","","","","","","11.3","","","","11","","58",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-04-28","2019","04","28","","10.0","","0.5","","5.3","","12.7","","0.0","","","","","","0.0","","","","27","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-04-29","2019","04","29","","9.0","","-1.4","","3.8","","14.2","","0.0","","","","","","0.0","","","","31","","68",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-04-30","2019","04","30","","12.5","","-1.2","","5.7","","12.3","","0.0","","","","","","0.0","","","","32","","54",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-01","2019","05","01","","11.1","","0.1","","5.6","","12.4","","0.0","","","","","","0.0","","","","33","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-02","2019","05","02","","14.6","","0.8","","7.7","","10.3","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-03","2019","05","03","","15.0","","-1.2","","6.9","","11.1","","0.0","","","","","","1.2","","","","17","","33",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-04","2019","05","04","","14.9","","2.5","","8.7","","9.3","","0.0","","","","","","0.2","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-05","2019","05","05","","20.9","","0.9","","10.9","","7.1","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-06","2019","05","06","","20.9","","3.6","","12.3","","5.7","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-07","2019","05","07","","19.7","","1.6","","10.7","","7.3","","0.0","","","","","","4.0","","","","23","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-08","2019","05","08","","12.6","","0.2","","6.4","","11.6","","0.0","","","","","","0.0","","","","32","","52",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-09","2019","05","09","","16.3","","-1.1","","7.6","","10.4","","0.0","","","","","","0.0","","","","33","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-10","2019","05","10","","7.6","","3.0","","5.3","","12.7","","0.0","","","","","","14.7","","","","15","","32",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-11","2019","05","11","","14.8","","4.3","","9.6","","8.4","","0.0","","","","","","0.0","","","","30","","59",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-12","2019","05","12","","15.8","","3.2","","9.5","","8.5","","0.0","","","","","","0.0","","","","33","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-13","2019","05","13","","12.8","","2.1","","7.5","","10.5","","0.0","","","","","","0.0","","","","8","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-14","2019","05","14","","9.9","","2.5","","6.2","","11.8","","0.0","","","","","","11.1","","","","6","","52",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-15","2019","05","15","","5.6","","1.9","","3.8","","14.2","","0.0","","","","","","2.3","","","","2","","45",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-16","2019","05","16","","10.1","","3.5","","6.8","","11.2","","0.0","","","","","","0.6","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-17","2019","05","17","","13.4","","5.2","","9.3","","8.7","","0.0","","","","","","1.9","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-18","2019","05","18","","13.3","","1.8","","7.6","","10.4","","0.0","","","","","","0.2","","","","1","","41",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-19","2019","05","19","","14.6","","1.4","","8.0","","10.0","","0.0","","","","","","1.9","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-20","2019","05","20","","12.4","","8.0","","10.2","","7.8","","0.0","","","","","","11.7","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-21","2019","05","21","","9.9","","5.1","","7.5","","10.5","","0.0","","","","","","6.7","","","","33","","65",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-22","2019","05","22","","14.3","","2.9","","8.6","","9.4","","0.0","","","","","","0.0","","","","1","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-23","2019","05","23","","19.0","","1.1","","10.1","","7.9","","0.0","","","","","","0.4","","","","16","","33",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-24","2019","05","24","","16.6","","1.9","","9.3","","8.7","","0.0","","","","","","12.7","","","","8","","48",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-25","2019","05","25","","24.4","","0.4","","12.4","","5.6","","0.0","","","","","","0.0","","","","18","","41",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-26","2019","05","26","","13.2","","8.3","","10.8","","7.2","","0.0","","","","","","11.6","","","","17","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-27","2019","05","27","","17.1","","1.9","","9.5","","8.5","","0.0","","","","","","0.2","","","","32","","45",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-28","2019","05","28","","17.4","","-0.4","","8.5","","9.5","","0.0","","","","","","0.0","","","","20","","45",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-29","2019","05","29","","17.7","","4.4","","11.1","","6.9","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-30","2019","05","30","","18.1","","8.0","","13.1","","4.9","","0.0","","","","","","0.0","","","","20","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-05-31","2019","05","31","","18.7","","3.9","","11.3","","6.7","","0.0","","","","","","0.8","","","","18","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-01","2019","06","01","","22.1","","0.5","","11.3","","6.7","","0.0","","","","","","0.0","","","","16","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-02","2019","06","02","","21.0","","9.8","","15.4","","2.6","","0.0","","","","","","0.0","","","","10","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-03","2019","06","03","","18.8","","5.7","","12.3","","5.7","","0.0","","","","","","0.0","","","","15","","41",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-04","2019","06","04","","19.6","","2.9","","11.3","","6.7","","0.0","","","","","","0.0","","","","22","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-05","2019","06","05","","22.1","","4.4","","13.3","","4.7","","0.0","","","","","","0.0","","","","28","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-06","2019","06","06","","22.7","","8.7","","15.7","","2.3","","0.0","","","","","","9.3","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-07","2019","06","07","","23.5","","4.4","","14.0","","4.0","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-08","2019","06","08","","21.5","","5.7","","13.6","","4.4","","0.0","","","","","","0.0","","","","29","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-09","2019","06","09","","25.6","","3.4","","14.5","","3.5","","0.0","","","","","","0.0","","","","24","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-10","2019","06","10","","25.7","","10.2","","18.0","","0.0","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-11","2019","06","11","","23.7","","7.4","","15.6","","2.4","","0.0","","","","","","12.2","","","","31","","48",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-12","2019","06","12","","23.8","","7.7","","15.8","","2.2","","0.0","","","","","","0.0","","","","30","","54",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-13","2019","06","13","","24.8","","8.7","","16.8","","1.2","","0.0","","","","","","21.6","","","","20","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-14","2019","06","14","","22.2","","12.4","","17.3","","0.7","","0.0","","","","","","0.5","","","","16","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-15","2019","06","15","","25.5","","12.2","","18.9","","0.0","","0.9","","","","","","0.0","","","","22","","33",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-16","2019","06","16","","24.6","","11.3","","18.0","","0.0","","0.0","","","","","","0.6","","","","22","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-17","2019","06","17","","24.3","","8.0","","16.2","","1.8","","0.0","","","","","","0.0","","","","32","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-18","2019","06","18","","25.4","","5.9","","15.7","","2.3","","0.0","","","","","","0.0","","","","31","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-19","2019","06","19","","27.1","","8.0","","17.6","","0.4","","0.0","","","","","","0.0","","","","18","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-20","2019","06","20","","19.9","","12.7","","16.3","","1.7","","0.0","","","","","","17.6","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-21","2019","06","21","","16.7","","11.8","","14.3","","3.7","","0.0","","","","","","13.1","","","","36","","48",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-22","2019","06","22","","23.6","","10.2","","16.9","","1.1","","0.0","","","","","","0.0","","","","34","","54",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-23","2019","06","23","","25.5","","9.8","","17.7","","0.3","","0.0","","","","","","0.0","","","","33","","58",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-24","2019","06","24","","23.8","","7.1","","15.5","","2.5","","0.0","","","","","","0.0","","","","32","","33",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-25","2019","06","25","","25.6","","6.2","","15.9","","2.1","","0.0","","","","","","0.0","","","","20","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-26","2019","06","26","","17.4","","10.6","","14.0","","4.0","","0.0","","","","","","11.8","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-27","2019","06","27","","16.8","","13.3","","15.1","","2.9","","0.0","","","","","","2.5","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-28","2019","06","28","","25.4","","14.7","","20.1","","0.0","","2.1","","","","","","0.2","","","","1","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-29","2019","06","29","","20.1","","14.5","","17.3","","0.7","","0.0","","","","","","4.3","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-06-30","2019","06","30","","18.5","","14.5","","16.5","","1.5","","0.0","","","","","","0.2","","","","2","","48",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-01","2019","07","01","","24.3","","10.4","","17.4","","0.6","","0.0","","","","","","0.0","","","","35","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-02","2019","07","02","","23.3","","10.1","","16.7","","1.3","","0.0","","","","","","3.9","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-03","2019","07","03","","25.0","","13.6","","19.3","","0.0","","1.3","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-04","2019","07","04","","30.8","","12.5","","21.7","","0.0","","3.7","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-05","2019","07","05","","34.4","","15.5","","25.0","","0.0","","7.0","","","","","","0.0","","","","22","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-06","2019","07","06","","31.3","","15.6","","23.5","","0.0","","5.5","","","","","","3.9","","","","21","","41",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-07","2019","07","07","","25.0","","10.4","","17.7","","0.3","","0.0","","","","","","0.0","","","","28","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-08","2019","07","08","","27.2","","7.8","","17.5","","0.5","","0.0","","","","","","0.0","","","","29","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-09","2019","07","09","","25.9","","11.2","","18.6","","0.0","","0.6","","","","","","0.0","","","","30","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-10","2019","07","10","","26.1","","10.2","","18.2","","0.0","","0.2","","","","","","0.0","","","","35","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-11","2019","07","11","","25.6","","8.1","","16.9","","1.1","","0.0","","","","","","0.0","","","","16","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-12","2019","07","12","","18.4","","15.7","","17.1","","0.9","","0.0","","","","","","31.4","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-13","2019","07","13","","26.4","","15.7","","21.1","","0.0","","3.1","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-14","2019","07","14","","26.4","","15.1","","20.8","","0.0","","2.8","","","","","","4.1","","","","25","","41",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-15","2019","07","15","","25.1","","13.0","","19.1","","0.0","","1.1","","","","","","0.2","","","","31","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-16","2019","07","16","","30.3","","12.2","","21.3","","0.0","","3.3","","","","","","1.0","","","","21","","32",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-17","2019","07","17","","27.5","","15.2","","21.4","","0.0","","3.4","","","","","","13.8","","","","34","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-18","2019","07","18","","26.0","","12.1","","19.1","","0.0","","1.1","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-19","2019","07","19","","27.9","","10.4","","19.2","","0.0","","1.2","","","","","","0.0","","","","19","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-20","2019","07","20","","32.5","","15.8","","24.2","","0.0","","6.2","","","","","","0.0","","","","33","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-21","2019","07","21","","26.3","","18.1","","22.2","","0.0","","4.2","","","","","","5.6","","","","33","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-22","2019","07","22","","24.9","","14.9","","19.9","","0.0","","1.9","","","","","","0.0","","","","26","","32",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-23","2019","07","23","","23.1","","13.7","","18.4","","0.0","","0.4","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-24","2019","07","24","","26.4","","13.9","","20.2","","0.0","","2.2","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-25","2019","07","25","","25.4","","10.2","","17.8","","0.2","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-26","2019","07","26","","29.3","","9.1","","19.2","","0.0","","1.2","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-27","2019","07","27","","30.1","","13.4","","21.8","","0.0","","3.8","","","","","","0.0","","","","21","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-28","2019","07","28","","28.8","","11.5","","20.2","","0.0","","2.2","","","","","","0.0","","","","16","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-29","2019","07","29","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-30","2019","07","30","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-07-31","2019","07","31","","32.3","","18.1","","25.2","","0.0","","7.2","","","","","","6.8","","","","21","","71",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-01","2019","08","01","","26.9","","11.9","","19.4","","0.0","","1.4","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-02","2019","08","02","","29.3","","11.0","","20.2","","0.0","","2.2","","","","","","0.0","","","","25","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-03","2019","08","03","","29.6","","12.7","","21.2","","0.0","","3.2","","","","","","5.5","","","","19","","46",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-04","2019","08","04","","23.7","","9.2","","16.5","","1.5","","0.0","","","","","","0.0","","","","28","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-05","2019","08","05","","25.9","","8.4","","17.2","","0.8","","0.0","","","","","","0.0","","","","31","","39",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-06","2019","08","06","","28.7","","9.0","","18.9","","0.0","","0.9","","","","","","0.0","","","","18","","42",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-07","2019","08","07","","26.0","","6.7","","16.4","","1.6","","0.0","","","","","","0.0","","","","22","","33",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-08","2019","08","08","","25.6","","15.8","","20.7","","0.0","","2.7","","","","","","2.0","","","","15","","52",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-09","2019","08","09","","26.7","","14.0","","20.4","","0.0","","2.4","","","","","","3.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-10","2019","08","10","","24.9","","11.3","","18.1","","0.0","","0.1","","","","","","3.0","","","","28","","58",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-11","2019","08","11","","20.4","","10.6","","15.5","","2.5","","0.0","","","","","","1.3","","","","27","","35",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-12","2019","08","12","","23.4","","12.9","","18.2","","0.0","","0.2","","","","","","0.0","","","","30","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-13","2019","08","13","","26.6","","9.4","","18.0","","0.0","","0.0","","","","","","1.0","","","","23","","37",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-14","2019","08","14","","25.1","","6.5","","15.8","","2.2","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-15","2019","08","15","","26.7","","7.8","","17.3","","0.7","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-16","2019","08","16","","24.1","","10.0","","17.1","","0.9","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-17","2019","08","17","","22.0","","12.4","","17.2","","0.8","","0.0","","","","","","0.0","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-18","2019","08","18","","22.6","","16.7","","19.7","","0.0","","1.7","","","","","","7.4","","","","","M","","M"
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-19","2019","08","19","","26.0","","18.1","","22.1","","0.0","","4.1","","","","","","0.2","","","","18","","33",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-20","2019","08","20","","27.9","","13.4","","20.7","","0.0","","2.7","","","","","","0.0","","","","32","","32",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-21","2019","08","21","","28.6","","10.7","","19.7","","0.0","","1.7","","","","","","9.7","","","","18","","41",""
"-66.54","45.87","FREDERICTON INTL A","8101505","2019-08-22","2019","08","22","","28.9","","17.1","","23.0","","0.0","","5.0","","","","","","10.7","","","","21","","32",""
